,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE
4127,KK NAGAR,1781,3,2,5,Yes,7106,Commercial,NoSeWa,Gravel,RL,16174720
4128,CHROMPET,702,1,1,2,No,9847,Commercial,NoSeWa,Paved,RH,8883050
4129,ANNA NAGAR,1949,2,1,5,No,12451,Others,NoSeWa,Gravel,RM,15476650
4130,ANNA NAGAR,1857,2,1,5,No,15498,Others,NoSeWa,Gravel,RL,14093160
4131,KK NAGAR,1904,3,2,5,No,13155,Others,AllPub,Paved,RL,10782380
4132,KARAPAKKAM,1199,1,1,3,No,17696,Commercial,ELO,Paved,C,7839500
4133,KARAPAKKAM,1228,1,1,3,Yes,8452,Commercial,ELO,Gravel,RH,11531000
4134,VELACHERY,1786,2,1,4,Yes,8947,Commercial,NoSeWa,Gravel,RM,17240870
4135,VELACHERY,1953,3,2,5,Yes,25203,Others,ELO,No Access,C,8916410
4136,KARAPAKKAM,1287,1,1,3,No,14372,Commercial,AllPub,Gravel,RL,10931250
4137,KK NAGAR,1369,2,1,4,No,15997,House,NoSeWa,Paved,RM,9103800
4138,KK NAGAR,1771,2,1,4,Yes,11442,House,AllPub,Gravel,RL,11090200
4139,ADYAR,1082,1,1,3,Yes,13996,House,NoSeWa,Gravel,I,9177820
4140,KK NAGAR,1636,2,1,4,Yes,13966,House,AllPub,Paved,RL,10056300
4141,KARAPAKKAM,602,1,1,2,No,14310,Others,NoSeWa,Paved,RM,6560250
4142,T NAGAR,1854,2,1,5,No,15307,House,ELO,No Access,RL,11704830
4143,KARAPAKKAM,1655,2,2,4,Yes,13579,Others,ELO,No Access,RM,9837875
4144,ADYAR,698,1,1,2,No,10395,Commercial,NoSeWa,Gravel,RH,9879040
4145,CHROMPET,1101,1,1,3,No,14667,House,NoSeWa,Gravel,RL,8572650
4146,KARAPAKKAM,785,1,1,2,Yes,11893,Others,AllPub,Paved,I,6576375
4147,ADYAR,1135,1,1,3,Yes,17229,House,AllPub,Gravel,RM,11046310
4148,KARAPAKKAM,1308,1,1,3,Yes,16337,Others,ELO,Paved,RH,8242250
4149,ADYAR,924,1,1,3,No,14906,Commercial,AllPub,No Access,RH,10571990
4150,KARAPAKKAM,508,1,1,2,Yes,21899,Commercial,ELO,Gravel,I,6709750
4151,VELACHERY,1725,2,1,4,No,7391,House,AllPub,Paved,RL,9817160
4152,KARAPAKKAM,1665,2,2,4,No,7626,Commercial,AllPub,No Access,I,11513500
4153,KK NAGAR,1868,3,2,5,Yes,7810,Others,NoSeWa,Gravel,RH,11348140
4154,ANNA NAGAR,1951,2,1,5,Yes,18934,Commercial,ELO,No Access,RH,20272170
4155,T NAGAR,1665,1,1,4,Yes,11913,Commercial,AllPub,Paved,RM,20656290
4156,ANNA NAGAR,1537,1,1,4,No,11206,Commercial,AllPub,Paved,RH,17670400
4157,CHROMPET,912,1,1,3,Yes,13895,Commercial,AllPub,Paved,RH,11583300
4158,KARAPAKKAM,724,1,1,2,Yes,16019,Commercial,AllPub,Paved,RH,8033250
4159,KARAPAKKAM,516,1,1,2,No,16055,Commercial,NoSeWa,No Access,A,3331750
4160,T NAGAR,1764,1,1,4,Yes,18563,Others,AllPub,No Access,RL,13971130
4161,CHROMPET,872,1,1,3,No,14480,Others,ELO,Gravel,RH,7693740
4162,CHROMPET,887,1,1,3,Yes,19471,Commercial,AllPub,Gravel,RM,13118450
4163,CHROMPET,1080,1,1,3,Yes,7437,Commercial,ELO,Paved,RH,12721750
4164,CHROMPET,1045,1,1,3,Yes,16720,House,AllPub,Gravel,RL,9480000
4165,KARAPAKKAM,1530,2,2,4,No,7857,Commercial,NoSeWa,No Access,RM,12046250
4166,ADYAR,1132,1,1,3,No,7251,House,NoSeWa,No Access,A,6050375
4167,KK NAGAR,2365,4,2,6,Yes,13863,Others,NoSeWa,Paved,RL,12924800
4168,VELACHERY,1781,2,1,4,No,19791,House,AllPub,Paved,RM,10048510
4169,CHROMPET,1138,1,1,3,No,18784,Commercial,NoSeWa,Paved,RH,11770400
4170,KK NAGAR,2375,4,2,6,No,10587,House,AllPub,Gravel,RH,11381360
4171,KARAPAKKAM,1115,1,1,3,No,8382,Others,ELO,No Access,RH,6224875
4172,CHROMPET,811,1,1,3,No,18922,Commercial,ELO,Paved,RM,10890050
4173,ANNA NAGAR,1586,1,1,4,No,19261,House,AllPub,Paved,RL,10882430
4174,CHROMPET,1103,1,1,3,Yes,7517,Others,NoSeWa,Gravel,RH,10560810
4175,KARAPAKKAM,939,1,1,3,Yes,13233,House,AllPub,No Access,C,5326500
4176,VELACHERY,1727,2,1,4,No,21439,House,NoSeWa,Gravel,A,7341790
4177,T NAGAR,1672,1,1,4,No,8701,Commercial,AllPub,Paved,RL,18911110
4178,ANNA NAGAR,1581,1,1,4,Yes,9103,Commercial,NoSeWa,No Access,RH,18011000
4179,ANNA NAGAR,1781,1,1,4,No,13639,Commercial,AllPub,No Access,RM,19789040
4180,KK NAGAR,1668,2,1,4,No,12536,Commercial,AllPub,Gravel,RH,14139220
4181,ADYAR,1263,2,2,4,No,19613,House,AllPub,No Access,I,7926700
4182,ADYAR,819,1,1,3,No,9988,House,AllPub,No Access,RL,7484395
4183,KARAPAKKAM,1145,1,1,3,No,15558,House,NoSeWa,Paved,RL,6855750
4184,CHROMPET,1074,1,1,3,Yes,18145,Commercial,NoSeWa,Gravel,RH,12904650
4185,T NAGAR,1707,1,1,4,No,18719,Others,ELO,Paved,RM,13057270
4186,KK NAGAR,2145,3,2,5,No,12993,Commercial,NoSeWa,Gravel,RL,17357440
4187,ADYAR,737,1,1,2,No,16874,House,NoSeWa,No Access,RM,6916665
4188,ADYAR,1178,1,1,3,No,14169,Others,AllPub,No Access,A,6652020
4189,ADYAR,1261,2,2,4,Yes,20005,Others,NoSeWa,Paved,C,9653285
4190,KARAPAKKAM,807,1,1,2,Yes,6654,Others,NoSeWa,No Access,RM,7603375
4191,CHROMPET,1167,1,1,3,No,9590,Others,NoSeWa,Gravel,RL,9790040
4192,KARAPAKKAM,1575,2,2,4,No,19682,House,NoSeWa,No Access,RL,7629750
4193,KARAPAKKAM,1177,1,1,3,No,11924,House,AllPub,No Access,RM,7014250
4194,KARAPAKKAM,1069,1,1,3,No,18809,Others,AllPub,No Access,C,4661125
4195,ADYAR,679,1,1,2,No,14670,Others,AllPub,No Access,C,5147305
4196,KARAPAKKAM,642,1,1,2,Yes,15297,Commercial,ELO,Gravel,I,7374500
4197,VELACHERY,1850,3,2,5,Yes,24234,House,NoSeWa,Gravel,RH,10235550
4198,ANNA NAGAR,1692,1,1,4,No,11944,Commercial,ELO,Paved,RH,17874820
4199,T NAGAR,1788,1,1,4,Yes,8035,Commercial,NoSeWa,Gravel,RH,21217800
4200,ADYAR,817,1,1,3,No,10141,Commercial,NoSeWa,Paved,RM,11559880
4201,KARAPAKKAM,1639,2,2,4,Yes,17174,House,NoSeWa,Gravel,RL,9464500
4202,KARAPAKKAM,883,1,1,2,No,20601,Others,NoSeWa,Paved,C,4491625
4203,VELACHERY,1827,3,2,5,No,7652,House,NoSeWa,Paved,C,8803420
4204,ANNA NAGAR,1986,2,1,5,No,11878,Others,AllPub,No Access,RH,13245710
4205,VELACHERY,1958,3,2,5,Yes,12940,Commercial,AllPub,No Access,C,15003560
4206,ADYAR,870,1,1,3,No,14055,Commercial,NoSeWa,No Access,RL,10671275
4207,VELACHERY,1662,2,1,4,No,21672,House,ELO,Paved,RH,7871720
4208,ANNA NAGAR,1835,2,1,5,No,12742,Others,AllPub,Paved,RM,14429740
4209,ADYAR,1270,2,2,4,Yes,16352,Others,AllPub,No Access,RH,10185610
4210,KK NAGAR,2292,4,2,6,Yes,9766,Others,NoSeWa,Paved,RL,12946500
4211,KARAPAKKAM,1028,1,1,3,No,10211,Commercial,AllPub,Gravel,RL,10001250
4212,KK NAGAR,1865,3,2,5,Yes,12799,Commercial,NoSeWa,Gravel,RM,16935440
4213,ADYAR,981,1,1,3,Yes,8063,Others,NoSeWa,No Access,RL,9347935
4214,KARAPAKKAM,916,1,1,3,Yes,20490,Others,NoSeWa,Gravel,A,5434250
4215,VELACHERY,1908,3,2,5,Yes,10061,Others,NoSeWa,Paved,RH,11663490
4216,ANNA NAGAR,1936,2,1,5,Yes,17778,Others,AllPub,Paved,RM,15589440
4217,VELACHERY,1926,3,2,5,No,23701,House,NoSeWa,Paved,RM,10337000
4218,CHROMPET,1083,1,1,3,Yes,19355,Commercial,NoSeWa,Gravel,RM,14200900
4219,ANNA NAGAR,1780,1,1,4,Yes,16488,House,AllPub,Paved,RM,13709340
4220,VELACHERY,1707,2,1,4,No,23724,Commercial,NoSeWa,Gravel,I,13685190
4221,CHROMPET,900,1,1,3,No,12642,Others,ELO,Gravel,RH,7953250
4222,T NAGAR,1519,1,1,4,No,13253,Others,NoSeWa,Gravel,RH,12332820
4223,T NAGAR,1934,2,1,5,Yes,12417,Commercial,NoSeWa,Paved,RL,22053480
4224,KARAPAKKAM,1043,1,1,3,Yes,14915,Others,NoSeWa,Gravel,I,7356625
4225,KARAPAKKAM,704,1,1,2,Yes,18734,Others,NoSeWa,Paved,RM,7338250
4226,KARAPAKKAM,1539,2,2,4,No,11658,Commercial,AllPub,Gravel,A,9996000
4227,KARAPAKKAM,1279,1,1,3,Yes,13162,Others,NoSeWa,No Access,I,6849125
4228,KARAPAKKAM,1568,2,2,4,Yes,9409,Commercial,NoSeWa,No Access,A,10462500
4229,KK NAGAR,2011,3,2,5,Yes,11117,Commercial,NoSeWa,Gravel,RL,17523920
4230,KARAPAKKAM,1566,2,2,4,No,16337,Commercial,NoSeWa,Gravel,A,10010000
4231,KK NAGAR,1812,3,2,5,No,6777,Commercial,AllPub,Paved,RL,14873340
4232,T NAGAR,1729,1,1,4,No,8902,Commercial,NoSeWa,Gravel,RL,20461220
4233,ANNA NAGAR,1569,1,1,4,Yes,16856,House,AllPub,No Access,RL,11231390
4234,KK NAGAR,2068,3,2,5,Yes,9152,Others,NoSeWa,Gravel,RL,12711220
4235,ANNA NAGAR,1869,2,1,5,No,16765,Others,NoSeWa,Gravel,RM,15010890
4236,CHROMPET,1271,2,1,4,No,7695,Others,NoSeWa,Paved,RL,10139270
4237,KK NAGAR,1527,2,1,4,No,8230,House,AllPub,Gravel,RM,10007800
4238,KARAPAKKAM,601,1,1,2,No,12226,House,AllPub,No Access,RM,5636000
4239,ADYAR,1206,2,2,4,No,13783,House,ELO,Gravel,C,7877645
4240,ANNA NAGAR,1878,2,1,5,No,18760,House,NoSeWa,No Access,RL,11716020
4241,KARAPAKKAM,884,1,1,2,No,21250,House,ELO,Paved,A,3226250
4242,CHROMPET,728,1,1,2,Yes,8707,House,AllPub,Gravel,RM,9368650
4243,KARAPAKKAM,907,1,1,3,Yes,9832,House,ELO,No Access,RL,7074750
4244,VELACHERY,1534,2,1,4,No,25424,House,NoSeWa,No Access,C,5587150
4245,KK NAGAR,2038,3,2,5,Yes,12885,Commercial,NoSeWa,Gravel,RH,16593240
4246,KK NAGAR,1512,2,1,4,No,8456,House,NoSeWa,Paved,RM,9478820
4247,KARAPAKKAM,695,1,1,2,No,8728,Others,AllPub,Paved,RL,6356125
4248,VELACHERY,1581,2,1,4,No,17281,Others,NoSeWa,Paved,A,7145230
4249,ADYAR,1238,2,2,4,No,14184,House,NoSeWa,Gravel,RM,10626305
4250,KARAPAKKAM,1173,1,1,3,No,12347,Others,AllPub,Gravel,RM,8744875
4251,CHROMPET,797,1,1,2,Yes,14513,Commercial,AllPub,Gravel,RM,12335200
4252,KARAPAKKAM,1684,2,2,4,Yes,6516,Others,ELO,No Access,RM,10284000
4253,VELACHERY,1974,3,2,5,No,15622,Commercial,NoSeWa,No Access,I,14214940
4254,CHROMPET,893,1,1,3,No,19026,Others,ELO,Gravel,RH,7727410
4255,KARAPAKKAM,1026,1,1,3,No,10161,Others,NoSeWa,Gravel,A,5564000
4256,ANNA NAGAR,1812,2,1,5,No,14401,House,NoSeWa,Paved,RL,12391870
4257,ADYAR,1282,2,2,4,Yes,15890,House,NoSeWa,No Access,C,7976295
4258,KK NAGAR,2449,4,2,6,No,13972,House,AllPub,Paved,RM,12572700
4259,CHROMPET,932,1,1,3,Yes,8740,Others,ELO,No Access,RM,9801040
4260,VELACHERY,1564,2,1,4,Yes,9553,Commercial,NoSeWa,Paved,RM,14917750
4261,KK NAGAR,1566,2,1,4,Yes,6725,Others,AllPub,Paved,RH,10362620
4262,KARAPAKKAM,1266,1,1,3,No,9425,House,NoSeWa,Gravel,C,6503500
4263,T NAGAR,1945,2,1,5,No,10959,Others,ELO,No Access,RM,13864450
4264,KARAPAKKAM,1649,2,2,4,Yes,11717,Others,AllPub,Paved,C,8438625
4265,KARAPAKKAM,1081,1,1,3,Yes,7191,House,NoSeWa,No Access,C,5818500
4266,VELACHERY,1889,3,2,5,Yes,23798,Commercial,NoSeWa,Paved,I,15472200
4267,CHROMPET,779,1,1,2,Yes,14967,House,NoSeWa,No Access,RM,7883050
4268,CHROMPET,984,1,1,3,Yes,8367,Commercial,AllPub,Paved,RL,13197400
4269,KK NAGAR,2495,4,2,6,Yes,11472,Others,NoSeWa,Gravel,RL,14093240
4270,CHROMPET,973,1,1,3,Yes,12054,Others,ELO,Paved,RL,9869710
4271,ANNA NAGAR,1986,2,1,5,No,20898,House,ELO,No Access,RH,11786460
4272,VELACHERY,1829,3,2,5,No,14775,Commercial,AllPub,No Access,C,13009230
4273,CHROMPET,780,1,1,2,No,17136,House,NoSeWa,No Access,RL,6251000
4274,ADYAR,843,1,1,3,No,8014,Others,NoSeWa,Paved,C,6821735
4275,CHROMPET,913,1,1,3,No,13373,House,ELO,No Access,RH,6685100
4276,KARAPAKKAM,779,1,1,2,No,17532,House,NoSeWa,No Access,C,3219750
4277,T NAGAR,1725,1,1,4,Yes,14841,Others,ELO,Gravel,RM,14844980
4278,KK NAGAR,2374,4,2,6,No,10437,House,NoSeWa,Gravel,RM,12406480
4279,CHROMPET,778,1,1,2,No,12922,Commercial,NoSeWa,No Access,RH,9094750
4280,ADYAR,989,1,1,3,Yes,13265,Others,NoSeWa,Gravel,C,9040975
4281,KARAPAKKAM,1624,2,2,4,No,14567,Others,NoSeWa,No Access,RM,8743750
4282,VELACHERY,1989,3,2,5,No,24488,Others,NoSeWa,Gravel,RH,10976510
4283,KARAPAKKAM,1381,2,2,4,No,15925,Commercial,NoSeWa,No Access,RH,10106750
4284,KARAPAKKAM,923,1,1,3,Yes,7358,Others,ELO,No Access,RH,6996125
4285,CHROMPET,1034,1,1,3,No,6865,Others,NoSeWa,No Access,RL,8469580
4286,VELACHERY,1794,2,1,4,Yes,20679,Others,NoSeWa,No Access,RH,10148300
4287,KK NAGAR,2471,4,2,6,No,11941,Commercial,AllPub,Paved,RM,19240040
4288,CHROMPET,1085,1,1,3,Yes,18085,Others,ELO,Gravel,RL,10101200
4289,KK NAGAR,2070,3,2,5,Yes,11353,House,NoSeWa,Gravel,RL,11772340
4290,CHROMPET,959,1,1,3,Yes,9450,Commercial,NoSeWa,Gravel,RH,12492400
4291,KARAPAKKAM,1341,2,2,4,No,7596,House,AllPub,Paved,RH,7131000
4292,KK NAGAR,1377,2,1,4,Yes,10437,Commercial,AllPub,Gravel,RM,14392520
4293,VELACHERY,1862,3,2,5,Yes,8204,House,ELO,Gravel,RM,12097820
4294,VELACHERY,1594,2,1,4,Yes,23603,Others,AllPub,No Access,RL,10163940
4295,CHROMPET,1016,1,1,3,Yes,12215,Others,NoSeWa,Gravel,RM,10780920
4296,KK NAGAR,2321,4,2,6,Yes,11010,House,AllPub,Gravel,RL,12756200
4297,ADYAR,1242,2,2,4,No,16683,House,ELO,Paved,I,8033695
4298,CHROMPET,707,1,1,2,Yes,17084,Others,NoSeWa,No Access,RM,7972690
4299,CHROMPET,707,1,1,2,Yes,11296,House,AllPub,No Access,RH,7197800
4300,ADYAR,1120,1,1,3,Yes,14096,House,NoSeWa,Gravel,RL,10439690
4301,ADYAR,774,1,1,2,Yes,18719,Commercial,NoSeWa,Gravel,RL,11827040
4302,CHROMPET,1083,1,1,3,Yes,11440,House,NoSeWa,Gravel,RH,9045250
4303,CHROMPET,767,1,1,2,No,12531,Commercial,ELO,Paved,RL,9871800
4304,VELACHERY,1725,2,1,4,Yes,11743,Others,ELO,No Access,RM,10994850
4305,KARAPAKKAM,1194,1,1,3,No,18099,Others,NoSeWa,Gravel,A,5347250
4306,ADYAR,1052,1,1,3,Yes,16308,Commercial,NoSeWa,Paved,RM,14737850
4307,ADYAR,667,1,1,2,Yes,6787,House,ELO,Paved,RH,7335890
4308,KARAPAKKAM,1369,2,2,4,No,9403,Others,NoSeWa,No Access,RL,7952375
4309,ANNA NAGAR,1952,2,1,5,Yes,10384,Commercial,NoSeWa,Paved,RL,22633000
4310,CHROMPET,1228,2,1,4,No,14498,Others,AllPub,No Access,RH,8442110
4311,CHROMPET,1236,2,1,4,No,18638,House,NoSeWa,No Access,RL,8214800
4312,ANNA NAGAR,1988,2,1,5,Yes,10842,House,NoSeWa,Gravel,RH,13921240
4313,ADYAR,1018,1,1,3,No,14768,Others,NoSeWa,Paved,C,7520335
4314,KK NAGAR,2120,3,2,5,No,13492,Others,NoSeWa,Gravel,RH,11212900
4315,KK NAGAR,1602,2,1,4,Yes,10473,House,AllPub,Paved,RH,9651940
4316,VELACHERY,1916,3,2,5,No,8528,Commercial,NoSeWa,No Access,RM,16071420
4317,ADYAR,893,1,1,3,Yes,9164,House,NoSeWa,Gravel,C,7700295
4318,ANNA NAGAR,1968,2,1,5,Yes,15098,House,AllPub,Paved,RL,14057110
4319,KARAPAKKAM,1424,2,2,4,No,20556,Commercial,NoSeWa,Gravel,RH,10936000
4320,CHROMPET,755,1,1,2,No,12267,Others,AllPub,Gravel,RH,7593850
4321,VELACHERY,1643,2,1,4,Yes,23744,Others,NoSeWa,No Access,I,8657220
4322,CHROMPET,749,1,1,2,No,18402,Commercial,NoSeWa,No Access,RM,9390500
4323,T NAGAR,1960,2,1,5,No,8316,Others,NoSeWa,No Access,RL,14415540
4324,ANNA NAGAR,1845,2,1,5,Yes,12041,Others,NoSeWa,Paved,RL,14408010
4325,KK NAGAR,2092,3,2,5,No,11010,Others,AllPub,Gravel,RM,12364620
4326,VELACHERY,1644,2,1,4,Yes,18219,House,NoSeWa,Paved,RM,10563530
4327,T NAGAR,1932,2,1,5,Yes,4850,Others,AllPub,No Access,RM,15399860
4328,VELACHERY,1861,3,2,5,No,7868,Commercial,NoSeWa,Paved,RL,15793800
4329,ANNA NAGAR,1838,2,1,5,Yes,16451,Others,ELO,Gravel,RM,14973480
4330,CHROMPET,1016,1,1,3,Yes,18727,House,ELO,Paved,RH,8078550
4331,CHROMPET,734,1,1,2,Yes,9881,Others,NoSeWa,Gravel,RM,9632330
4332,KK NAGAR,1304,1,1,3,Yes,8990,House,NoSeWa,Paved,RH,8718400
4333,ADYAR,698,1,1,2,Yes,11642,Commercial,NoSeWa,No Access,I,9155815
4334,KK NAGAR,1476,2,1,4,No,10471,Others,NoSeWa,Paved,RL,9073040
4335,CHROMPET,1219,2,1,4,No,10513,Commercial,AllPub,No Access,RH,12578650
4336,KARAPAKKAM,645,1,1,2,Yes,10517,House,AllPub,No Access,C,4512250
4337,KARAPAKKAM,1532,2,2,4,No,20372,Commercial,NoSeWa,No Access,I,9484000
4338,KK NAGAR,1640,2,1,4,Yes,14003,House,NoSeWa,Gravel,RH,9722500
4339,VELACHERY,1799,2,1,4,Yes,9195,Others,ELO,Gravel,RH,11762140
4340,CHROMPET,991,1,1,3,No,8003,House,NoSeWa,Gravel,RH,7913650
4341,KK NAGAR,1890,3,2,5,Yes,11292,House,NoSeWa,Gravel,RM,12063380
4342,KARAPAKKAM,1159,1,1,3,No,20725,House,NoSeWa,Gravel,A,4819500
4343,CHROMPET,948,1,1,3,Yes,6701,Commercial,NoSeWa,Gravel,RM,13870800
4344,ANNA NAGAR,1761,1,1,4,Yes,15895,Commercial,NoSeWa,Gravel,RL,20817260
4345,KARAPAKKAM,1645,2,2,4,Yes,22570,House,ELO,No Access,I,6895000
4346,KARAPAKKAM,934,1,1,3,Yes,17837,Commercial,NoSeWa,No Access,RM,9555750
4347,VELACHERY,1612,2,1,4,No,12855,Commercial,NoSeWa,Gravel,A,12076530
4348,ANNA NAGAR,1773,1,1,4,Yes,18175,House,ELO,Paved,RH,12439640
4349,CHROMPET,1193,1,1,3,No,18769,Others,ELO,Gravel,RL,9915110
4350,KARAPAKKAM,1350,2,2,4,Yes,13981,Others,ELO,Paved,C,7074750
4351,T NAGAR,1929,2,1,5,No,8398,House,AllPub,Paved,RH,13180810
4352,ANNA NAGAR,1959,2,1,5,Yes,11434,House,NoSeWa,Gravel,RH,14344210
4353,ADYAR,626,1,1,2,No,16154,Others,AllPub,Gravel,I,6333495
4354,KK NAGAR,1758,2,1,4,No,16209,Others,NoSeWa,Paved,RM,10455360
4355,KARAPAKKAM,1677,2,2,4,Yes,14368,Commercial,ELO,No Access,A,10302000
4356,KARAPAKKAM,1538,2,2,4,Yes,6854,Commercial,ELO,No Access,C,10911000
4357,KK NAGAR,2148,3,2,5,No,11253,Commercial,NoSeWa,Paved,RH,16384220
4358,ADYAR,1098,1,1,3,Yes,11319,House,AllPub,Gravel,RH,9647855
4359,CHROMPET,1146,1,1,3,Yes,8176,Commercial,NoSeWa,No Access,RL,13822050
4360,ANNA NAGAR,1796,1,1,4,No,10805,House,NoSeWa,Paved,RL,12754380
4361,ANNA NAGAR,1578,1,1,4,Yes,11914,Commercial,NoSeWa,Gravel,RL,19627640
4362,CHROMPET,1207,2,1,4,No,11952,Commercial,NoSeWa,No Access,RH,12542950
4363,CHROMPET,1125,1,1,3,No,15800,House,ELO,Gravel,RM,9365500
4364,CHROMPET,737,1,1,2,No,17056,Commercial,ELO,No Access,RM,9406050
4365,KARAPAKKAM,1483,2,2,4,Yes,17425,House,NoSeWa,Paved,C,6755000
4366,KK NAGAR,1423,2,1,4,Yes,8814,Commercial,AllPub,Paved,RM,14345060
4367,T NAGAR,1812,2,1,5,Yes,8800,Others,NoSeWa,No Access,RM,14717440
4368,KARAPAKKAM,1028,1,1,3,Yes,15239,Commercial,NoSeWa,Paved,C,8255500
4369,VELACHERY,1951,3,2,5,No,20384,House,NoSeWa,Paved,RL,10252060
4370,ADYAR,1215,2,2,4,Yes,15110,House,NoSeWa,Gravel,RL,10727975
4371,KARAPAKKAM,1275,1,1,3,No,20431,Commercial,NoSeWa,Paved,A,8100250
4372,ADYAR,971,1,1,3,Yes,17617,House,NoSeWa,Paved,A,6286255
4373,KK NAGAR,1323,1,1,3,Yes,11752,House,NoSeWa,Gravel,RH,8779820
4374,ANNA NAGAR,1527,1,1,4,No,9992,House,AllPub,Paved,RH,10366390
4375,ANNA NAGAR,1978,2,1,5,Yes,11709,Others,AllPub,Paved,RL,15417080
4376,CHROMPET,1041,1,1,3,Yes,7316,Commercial,ELO,Gravel,RH,13511550
4377,KARAPAKKAM,1062,1,1,3,No,15284,Commercial,AllPub,Gravel,I,8761750
4378,KK NAGAR,1407,2,1,4,Yes,7348,House,NoSeWa,Paved,RH,9451780
4379,ANNA NAGAR,1905,2,1,5,Yes,20150,Commercial,ELO,Gravel,RH,20999330
4380,KARAPAKKAM,1226,1,1,3,No,7895,House,NoSeWa,Paved,A,5100500
4381,KARAPAKKAM,1198,1,1,3,Yes,18478,House,AllPub,No Access,I,6056500
4382,ADYAR,1249,2,2,4,No,5770,Others,NoSeWa,Paved,I,9333075
4383,KK NAGAR,1310,1,1,3,No,10233,Commercial,NoSeWa,Paved,RM,12351340
4384,KK NAGAR,2234,4,2,6,Yes,6422,Others,AllPub,Gravel,RM,14516600
4385,ADYAR,1032,1,1,3,No,8415,Commercial,NoSeWa,Gravel,A,11238050
4386,T NAGAR,1666,1,1,4,No,19249,House,NoSeWa,Paved,RH,11167270
4387,CHROMPET,1212,2,1,4,Yes,9015,House,AllPub,Paved,RH,9572950
4388,ADYAR,897,1,1,3,No,13688,Commercial,ELO,Gravel,I,10647205
4389,KARAPAKKAM,919,1,1,3,Yes,9154,House,NoSeWa,Gravel,RH,7855000
4390,T NAGAR,1842,2,1,5,No,18165,Commercial,AllPub,Gravel,RM,21362800
4391,VELACHERY,1895,3,2,5,Yes,14864,Commercial,ELO,Paved,RL,16567500
4392,KK NAGAR,1305,1,1,3,No,8486,House,AllPub,Paved,RM,8812260
4393,KK NAGAR,1373,2,1,4,Yes,14490,Commercial,NoSeWa,Paved,RH,12442340
4394,T NAGAR,1860,2,1,5,No,20061,Others,NoSeWa,No Access,RL,12885120
4395,VELACHERY,1808,3,2,5,No,22601,House,AllPub,No Access,RM,9148120
4396,CHROMPET,741,1,1,2,Yes,13677,Others,ELO,Paved,RL,7954770
4397,KK NAGAR,1634,2,1,4,No,11100,House,NoSeWa,Paved,RM,9736540
4398,CHROMPET,777,1,1,2,Yes,12745,House,AllPub,Gravel,RH,8570300
4399,ADYAR,835,1,1,3,Yes,17801,Commercial,AllPub,Gravel,C,10525625
4400,VELACHERY,1950,3,2,5,No,7976,House,ELO,Paved,I,8978750
4401,CHROMPET,833,1,1,3,No,15276,House,ELO,Gravel,RM,8289150
4402,KK NAGAR,1778,3,2,5,Yes,7488,House,NoSeWa,Gravel,RL,11177540
4403,T NAGAR,1541,1,1,4,Yes,5010,House,AllPub,Gravel,RM,13654950
4404,KARAPAKKAM,1615,2,2,4,Yes,13562,Others,NoSeWa,Paved,I,8586625
4405,ANNA NAGAR,1683,1,1,4,No,20272,House,AllPub,Paved,RM,12110770
4406,KK NAGAR,1901,3,2,5,No,11453,House,NoSeWa,Gravel,RM,11095180
4407,VELACHERY,1629,2,1,4,No,18471,Commercial,NoSeWa,Paved,RH,13244520
4408,ADYAR,1030,1,1,3,Yes,10755,Commercial,NoSeWa,Gravel,C,12591440
4409,ANNA NAGAR,1733,1,1,4,Yes,19260,House,AllPub,Gravel,RM,13554690
4410,ADYAR,765,1,1,2,No,15560,Others,NoSeWa,Paved,I,6632820
4411,KARAPAKKAM,920,1,1,3,Yes,8438,Commercial,NoSeWa,No Access,A,6662000
4412,KARAPAKKAM,1035,1,1,3,No,6742,Commercial,NoSeWa,No Access,A,6624250
4413,ANNA NAGAR,1994,2,1,5,Yes,14413,Commercial,AllPub,Gravel,RH,22124730
4414,KARAPAKKAM,1158,1,1,3,Yes,17195,Others,NoSeWa,No Access,C,5782500
4415,KK NAGAR,2019,3,2,5,No,11620,Others,AllPub,Gravel,RL,11468620
4416,KARAPAKKAM,1488,2,2,4,No,19252,Others,AllPub,No Access,RM,8229750
4417,ANNA NAGAR,1704,1,1,4,Yes,6886,House,NoSeWa,No Access,RH,11374070
4418,KARAPAKKAM,1139,1,1,3,Yes,19448,Others,NoSeWa,Paved,A,6057375
4419,ADYAR,1138,1,1,3,Yes,10084,Commercial,ELO,No Access,RH,13385355
4420,CHROMPET,970,1,1,3,No,16921,Commercial,NoSeWa,Paved,RL,11350850
4421,ANNA NAGAR,1781,1,1,4,Yes,14234,Others,NoSeWa,Gravel,RH,13948580
4422,KARAPAKKAM,573,1,1,2,Yes,15280,Others,NoSeWa,Paved,RH,5815125
4423,VELACHERY,1583,2,1,4,No,11675,Others,NoSeWa,No Access,RM,9758650
4424,CHROMPET,1261,2,1,4,Yes,5588,House,NoSeWa,Paved,RL,10438400
4425,CHROMPET,1138,1,1,3,Yes,11735,Others,NoSeWa,Gravel,RH,10448260
4426,T NAGAR,1704,1,1,4,No,8595,Commercial,AllPub,Paved,RM,20152800
4427,ADYAR,830,1,1,3,No,17570,House,NoSeWa,Paved,RH,6973595
